SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P07,S01,83299390831,0,생각보다,커버력,발림성,,,1.97,1.42,0.71,,
N,P07,S01,83299390831,1,이제껏 써본 타제품보다 좋아요,홈쇼핑보고 한개 구매해봤는데 마스크에도 잘 안묻고 커버력은 없지만 자연스러워요,생각보다 지속력이 약해요,자이엘 피네 썬 CC 톤업크림 씨씨 크림만 가볍게 바르고 외출해도 자외선은 물론 피부 보정도 되니 걱정이 없어요,좋아요좋습니다,,,,,
N,P08,S47,8442841073,0,향이,향도,만족,향수,샤넬,15.5,6.69,5.09,5.06,3.67
N,P08,S47,8442841073,1,조아요,강력추천합니다,원래 아버지가 쓰던 향이에요,배송도 의외로 빨랐고 좋았어요,정말 저렴하게 잘샀습니다,,,,,
N,P10,S31,26731419526,0,촉촉,인셀덤,저렴하게,피부가,있어요,11.02,10.76,10.11,7.94,7.65
N,P10,S31,26731419526,1,비싸면 이제 사기싫더라구여 정품이 확실하깅 바래요,나무 촉촉하고  좋아요,바른날과 안바른날의 차이가 너무나서 다른거 못쓰겠어요,울아들 여드름피부에 좋습니다,저렴하게 잘산것같아요,,,,,
N,P07,S01,13648654827,0,사용하는,촉촉하고,커버력,cc,배송도,2.17,2.17,1.63,1.51,1.5
N,P07,S01,13648654827,1,에센스는첨써봅니다,가볍게 쓰기 좋아요,샤넬 씨씨크림 쓰다가 바꿔봤어요,정말 넘 좋아요,써보는데 제품의 이름처럼 바르면 고급스런 광채가 얼굴에서 이쁨뿜뿜하는 빛이나네요저는 쌩얼메이크업 좋아하는 편이라서 자연스럽게 하얘지고 이쁘게 광나는 이제품 너무 맘에 들어요,,,,,
N,P07,S01,12562493972,0,비비,만족,저렴하게,가격,커버력,5.82,4.86,4.85,4.18,4.04
N,P07,S01,12562493972,1,쓰던제품을 저렴하게 구입하였습니다,처음,쓰던제품입니다,좋아요,아주 조아요,,,,,
N,P04,S43,15558155637,0,향이,촉촉,유자,피부가,바르고,14.86,14.52,14.49,13.7,13.33
N,P04,S43,15558155637,1,냄새가 너무 좋아요,유자 향 좋아해서 샀어요,냄새도 상큼해요,향이 너무좋아요,촉촉하기 뭔가 알갱이가 있는데 진짜 좋은 성분을 넣은 것 같아서 믿음이 갑니다,,,,,
N,P10,S34,22566448318,0,촉촉,효과,주름,있어요,만족,16.83,7.87,7.77,7.58,7.49
N,P10,S34,22566448318,1,눈가주름 이마 팔자주름 목주름 멀티로 바르기 때문에 빨리 닳아서 없어지는거같아 가격이 조금 더 저렴했으면 좋았을 것같네용,그래서 하나 사드리니 대만족 하셔서 다른 밤들도 사드릴까 생각중이에요,가격대비 양은 정말 적고 비싸지만 살짝 발라보니 촉촉하고 향기도 은은하니 좋아요,팔자주름이 옅어졌으면 하는바램으로 욜심히 쓰려구요,이번에 선물하려고 3개 구매했는데 다들 너무 좋아합니다 가성비 갑,,,,,
N,P10,S31,22590590664,0,저렴하게,윤조,만족,촉촉,가격,9.79,8.29,7.51,7.26,5.1
N,P10,S31,22590590664,1,누구나 좋아하는 윤조에센스죠,언제나 만족합니다,보통 공식스토어보다 오픈 마켓이 더 저렴한 경우가 많은데 설화수 공식스토어는 네이버포인트행사에 구성품도 너무 많이 있어서 진짜 가성비 짱짱입니다,윤조에센스는 더이상 말이 필요없구요구성 또한 대박입니다,촉촉하고 진정효과도 있는거 같고 흡수성도 좋아요,,,,,
N,P05,S07,26882569530,0,색상,색이,지속력,예뻐요,틴트,9.3,9.03,8.07,6.9,5.78
N,P05,S07,26882569530,1,픽싱이 잘되고 질감도 굿,자연스러운 컬러라 집에서 너무 혈색없는 내 모습이 추해보일 바르고있어요,전 진저밀크티 색상을 샀는데 연한색이라 생얼에바르기도 좋아요,처음에 바를때 부드럽게 발려서 촥 붙어 좋으네요,픽싱된 뒤 휴지로 한번 꾹 누르면 마스크가 진짜 깔끔해요,,,,,
N,P07,S01,7539269153,0,저렴하게,만족,커버,좋습니다,발림성,4.71,3.72,3.44,3.23,2.73
N,P07,S01,7539269153,1,재고가  없어서  느렸다고 하니  어쩔수 없죠,원래 사용하던 상품인데 백화점에서 구매하다 코로나땜에 한번 주문해봤어요,좋은상품을 좋은가격에 구입하였습니다,선물포장은 잊어버려서 요청 못드렸는데 만족해 하셔서 다행이에요,색상도 좋구요,,,,,
N,P07,S01,9349844521,0,커버력은,르네셀,촉촉하고,비비,저렴하게,3.13,2.65,2.55,2.51,2.22
N,P07,S01,9349844521,1,엄마꺼 주문해드렸어요,예전에 한번 사용했는데  다시 재구매 합니다,좋아요,매끄럽고 가볍게 잘 발리네요,재구매했어요,,,,,
N,P08,S35,8439983476,0,재구매,좋습니다,시원,만족,가격이,7.48,7.08,6.08,6.02,6.0
N,P08,S35,8439983476,1,좋아요,향도 은은하고 거품도 풍성하니 좋아요,이거없으면 세척못해요,가격은 비싸지만 좋아요,늘 쓰는 세정제예요,,,,,
N,P07,S01,13829495628,0,가볍게,만족,저렴하게,바닐라코,톤업,5.85,5.7,5.66,5.05,4.32
N,P07,S01,13829495628,1,매번 쓰던 상품입니다,좋습니다,감사합니다,하리보 젤리도 잘받았구요,파운데이션만 쓰다가 처음,,,,,
N,P07,S01,13945551239,0,커버력,비비,섞어,만족,지속력,9.66,8.11,7.97,6.23,5.81
N,P07,S01,13945551239,1,만족합니다,문앞에다 놓으라고 몇번을 말씀드렸는데 서비스가 진짜,홍진영 메이크업으로 유명해서 에스티로더 파운데이션이랑 같이 믹스해서 쓰는데 확실이 그냥 파데쓰는것보다 유지력도 좋고 커버력도 좋네요,퇴근할때까지 지속력이 좋아서 고칠필요가 없네요,지성피부라서 기존에 쓰던거는 얼마안가서 반들반들거렸는데 이거는 그런문제점이 전혀엄네요,,,,,
N,P07,S01,7538999933,0,엄마가,미샤,저렴하게,커버,만족,3.31,2.95,2.83,2.0,1.68
N,P07,S01,7538999933,1,배송 하루만에 왔고요 엄마께서 써보시고 괜찮다고 하셔서 사드렸어요,이것만 사용하는데 매장보다 더 저렴하게 구매했어요,너무 잘 쓰고있어요,빠른배송 좋구요,좋아요,,,,,
N,P11,S37,6168162950,0,지워,저렴하게,가성비,자극,가격,8.12,7.74,7.22,6.51,5.14
N,P11,S37,6168162950,1,깔끔하게 잘 지워져요,가격도 저렴하고 잘 지워져요,화장 잘 지워져요,립앤아이리무버 용량도좋고 자극없이 잘 지워집니다,저렴하게 잘 샀어요,,,,,
N,P07,S01,81054393345,0,만족합니다,자연스럽게,촉촉하고,좋습니다,감사합니다,2.98,2.7,2.38,2.02,1.68
N,P07,S01,81054393345,1,발림성  수분감  지속성 모두 만족스럽다,다만 가격표가 붙어있으니 선물하실분은 가격표 떼 달라고 하셔요,좋아요,다만 배송 오지도 않고 고객응대도 전혀 안돼서 네이버 고객센터 글까지 몇 번이나 써대며 겨우 겨우 빌고 빌다시피해서 배송받았네요,늘 쓰는 제품입니다,,,,,
N,P07,S01,23257851490,0,만족합니다,성분,감사합니다,좋습니다,커버,3.14,2.54,2.3,2.22,2.02
N,P07,S01,23257851490,1,괜찮아요,쓰던제품인데재구매해요,저렴하게 잘 샀어요제품도 맘에 듭니다,청소년인 조카 사줬습니다,잘 받았습니다,,,,,
N,P06,S08,21722654843,0,클리오,깔끔하게,지속력,저렴하게,컬링,8.55,6.22,5.6,5.39,5.26
N,P06,S08,21722654843,1,지울때 좀힘드네요,너무 만족해요,컬링도 잘되고,번짐없어요,보통이네요,,,,,
N,P07,S45,82212495037,0,쉐딩,발색,저렴,좋습니다,재구매,30.68,13.38,12.41,11.72,11.22
N,P07,S45,82212495037,1,항상 잘 쓰고있는 제품입니다,쿨 쉐딩으로 추천 받아서 구입했어요,만족합니다아,엄청 좋은가격에 샀네요,워낙유명한 제품이라 구입해서 잘 쓰고 있습니다,,,,,
N,P07,S01,82894890779,0,비비,커버력,가성비,저렴하게,발림,1.76,1.54,1.13,1.06,0.88
N,P07,S01,82894890779,1,커버력이 좋아요,만족합니다,항상 쓰던거에요,처음,거의 10년 가까이 사용하고 있는 제품입니다,,,,,
N,P12,S40,20021113743,0,저렴하게,모로칸,향도,만족,가격,11.57,8.01,7.3,6.91,6.86
N,P12,S40,20021113743,1,햐외배송인데 생각보다 일찍 받은거같아요펌핑기가 처음에 안되서 불량인줄알았는데 미친듯이 연속으로 몇십초 누르니까 나와요잘쓰겠습니다,200m시켰는데 100m가 4개왔네요,헤어 에센스 중에선 최고죠가격이 비싸서 그렇지 모르칸오일 만한게 없는거 같습니다,100미리 두개 왔어요,오리지널로 잘못봤었나봐요라이트가왔네요,,,,,
N,P12,S32,5765532401,0,향도,저렴하게,컬이,미용실에서,만족,8.6,8.32,8.1,6.46,6.25
N,P12,S32,5765532401,1,간단하게 출근전에 머리만지고 가기 좋습니다,냄새도 좋고 머리도 잘되네요,쓰던 제품이라 재주문했습니다,가성비좋네요,컬이 잘 살아요,,,,,
N,P12,S32,28027353524,0,효과,향도,탈모,거품,세정력,12.8,11.59,11.35,9.29,6.89
N,P12,S32,28027353524,1,사용하는 제품이라 걱정했던것보다 느낌은 좋습니다많이 파세요,뭔가 머리카락 더 빠지는 것 같아서 엄마 것두 샀어요,제품 두통다 3분의1이 흘러서 배송되고 펌프도 안됩니다,탈모 자체가 나아졌는가 를 생각해보면 잘모르겠다,헤어제품 잘알 리뷰를 보고 사보았는데 탈모샴푸라고해서 세정력은 기대안했는데 세정력도 좋아요,,,,,
N,P12,S40,26731935522,0,머릿결,향도,재구매,향이,만족,11.17,8.39,7.6,6.91,6.36
N,P12,S40,26731935522,1,최고입니다,좋은거같긴한데  아직은 잘모르겠어요,배송 빠르고 좋아요,배송도 빠르고 좋아요,푸석푸석했던 머리도 차분하고 촉촉해보이네요,,,,,
N,P12,S16,29124648587,0,효과,염색,흰머리가,갈색으로,있어요,7.85,5.32,3.66,3.54,2.43
N,P12,S16,29124648587,1,좋습니다,요즘 배송 물량 많을 거 같은데 주문하고 이틀 뒤에 받으셨다고 하시네요,샴푸로 염색이 가능하다해서 11일날 저렴하게 구입했어요,배송이 오래 걸리긴 했지만 좋은 효과 기대합니다,2주 정도 사용한것 같은데 그외 광고하는 기능은 느낄수 없어요,,,,,
N,P04,S09,20191252834,0,피부가,효과,재구매,써보고,각질,14.27,3.72,3.71,3.13,3.07
N,P04,S09,20191252834,1,배송도 빠르고 상품도 좋습니다,아직 안써봐서 이제 써보고 괜찮음,배송 빨랐어요,시간을 12분 다양하게 해봤는데 1분이 진리네요,이 제품 쓰고서 피부결 많이 정리되서 이번에 다시 구매해요,,,,,
N,P07,S01,26100678522,0,비비,색이,부드럽고,촉촉,커버,2.6,2.02,1.93,1.57,1.55
N,P07,S01,26100678522,1,인생비비,사보는데 밀착도 잘 되고 예민한 피부인데도 뭐 나는 거 없이 순하네요,좋은지 써보고 결정 하려고 작은 싸이즈로 구매했는데 큰거 살 걸 그랬네요,파데 쓰다가 다시 돌아왔어요,아무래도 비비라 색이 좀 어둡긴 한데 바르면 그렇게 어둡진 않고요,,,,,
N,P06,S27,82286334232,0,눈썹,그리,지속력,색이,오래,26.37,15.75,14.31,13.99,12.31
N,P06,S27,82286334232,1,두번째 구매했습니다,상품지속력이 생각보다는 못하네요,어떤데는 팁이 종이같아서 버렸는데 여기건 좋음,저녁에 바르고 아침에 물로만 세안했는데 색상 잘 나왔어요,재구매조아요,,,,,
N,P11,S37,19533607707,0,순하고,지워,자극,눈에,일리윤,12.12,9.91,9.55,7.55,6.93
N,P11,S37,19533607707,1,재구매에요,자극이 없고 정말 잘 지워집니다,자극없이 잘지워집니다,사용하는 리무버중에 서 좋아요,세정력도 좋고 저자극이여서 사용하기 너무 편해요,,,,,
N,P07,S42,23299509490,0,마스크에,커버,매트,만족,리필,15.51,12.09,7.79,7.47,7.27
N,P07,S42,23299509490,1,쓰다보니 확실이 밀착감이나 유지력에선 흠 잡을 곳이 없었지만 커버력은 상대적으로 떨어져서 컨실러 도움응 받게 되더라구요,밀착력도 뛰어나고 피부가 붉은편인데 색상도 잘 맞아서 너무 만족하면서 쓰고 있어요,그리고 무엇보다 마스크에 잘 묻어나지 않아서 정말 만족하면서 쓰고있어요,그래도 톤보정잘되는정도고 마스크거의안뭍어나고요얇게잘바를시 케이스도이뻐요,커버도 밀착력도 좋아요,,,,,
N,P07,S01,83481467983,0,자외선,차단,미백,,,2.6,1.33,0.99,,
N,P07,S01,83481467983,1,부드러워요비비크림보다 물광효과도 크고 가격은 저렴한데 피부가 들뜨지않아서 좋아요,맨날 팩트만 쓰다가 어느순간부터 피부가 뒤집어지는느낌이라 친구 추천으로 샀는데 저한테도 잘 맞네요,미백  주름  자외선 3중 멀티 씨씨크림이라 후다닥 바르기 좋아요자연스럽게 피부톤에 맞춰 주고 지속력도 좋네요,SPF50  PA 의 높은 자외선 차단효과가 좋고요 여기에 미백과 주름개선의 3중 효과를 한번에 느낄수가있네요,디자인 넘 예쁜거 아닌가용씨씨크림인데 피부 톤 보정도 같이 하면서SPF50  PA 높은 자외선 차단이 가능한 제품이라니 좋은것 같아요그냥 크림이 아니고  미백  주름개선  자외선 차단이 한번에 가능한 3중 멀티 씨씨크림이라서 선택했어요,,,,,
N,P11,S38,21429651189,0,비누,향도,향이,저렴하게,좋습니다,14.64,12.02,9.38,7.59,5.83
N,P11,S38,21429651189,1,향도 진하지 않고 은은해서 좋아요,그래도 향이나 보습은 좋아요,하나씩 살 수 있어 스마일배송 넘 좋아요,2세트 모두 다 향이 좋네요,미국제가 아니고 독일제에요,,,,,
N,P12,S40,22177336485,0,재구매,머릿결,저렴하게,좋습니다,있어요,6.28,5.96,5.74,4.59,4.57
N,P12,S40,22177336485,1,추천을 받아 구매해봤어요,금방 쓸 것 같아여 지인추천으로 구매해봤는데 효과있었으면 좋겠네요,아주아주 좋음,두피도 시원하고 머리결도 좋아요,잘 쓰고 있어요,,,,,
N,P07,S01,19766371050,0,저렴하게,만족,랑콤,좋습니다,발림성,5.84,4.8,4.59,4.4,3.26
N,P07,S01,19766371050,1,좋습니다,좀더 저렴하게 샀네요,쓰던 제품입니다,잘받았습니다,잡티없는분들한테는최고의상품,,,,,
N,P10,S02,81505956270,0,촉촉,피부가,향도,향이,바르고,15.37,11.15,9.69,8.35,8.19
N,P10,S02,81505956270,1,바르기 전 사진은 깜빡하고 안 찍었는데  바른지 3일째인데  갈수록모공도 좁아지고 피부가 광이나고 잡티가 좀 연해진거 같아요,첨바르고 따끔했는데  몇번 바르다보니 따큼한건없어졌어요,인스타보고 사서 걱정반 기대반이였는데 처음,아침에 일어나면  촉촉해요,저는기미주근깨가많은편인데 인별에서 좋다는거보고 사봤습니다  가격대도 좋고좋은효과 기대합니다,,,,,
N,P07,S01,80736146544,0,커버,비비,발림,만족합니다,좋습니다,3.78,2.93,2.6,2.2,1.76
N,P07,S01,80736146544,1,발림성은 좋은데 색상이 아쉽네요,재구매좋아요,고맙습니다,넘 부드럽게 발리는데 제 피부톤과는 맞지 않아요첨에 양조절 못하고 발랐는데 놀랐네요,몇번이나 쓰고있는 제품 최고좋습니다,,,,,
N,P07,S01,82328189718,0,커버,발림성,마스크에,생각보다,재구매,6.23,4.98,4.68,3.91,3.19
N,P07,S01,82328189718,1,살짝 어둡긴한데 간단히 외출할때 써보려구요,재구매했습니다,발림성도 부드럽고 촉촉함이 오래유지되는것 같아 에브리로 사요하기 좋으네요,기초라인 촉촉하고 좋아서 구매해봤어요커버 어느정도되구요발림성 좋아요,마스크에 조금 덜 묻어나오면 좋겠네요,,,,,
N,P09,S21,26840532526,0,커서,시원,백탁,좋습니다,촉촉,14.09,12.0,8.47,8.02,7.92
N,P09,S21,26840532526,1,답답한 느낌 백탁 현상 없는 촉촉한  선쿠션이네요,시원하고 촉촉한데 보송한 느낌입니다,중학생  아들 운동 나갈때 사용해 보니 발림성도 좋고 백탁도 없이 잘 스며드네요,써봣는데  시원하고  커버력은 적당합니다아무것도 안바르고 이것만 발라도 조아용,계속 엘 만 쓰다가 박세리 선수가 좋다고 해서 믿고 구입햇어요,,,,,
N,P12,S40,28574288557,0,머릿결,재구매,있어요,향도,효과,12.31,8.41,7.44,6.79,6.06
N,P12,S40,28574288557,1,암튼 극손상 염색모 관리 좀 하신다 하는 분들은 추천합니다,새치염색 매번 해서 머리결이 너무 안좋은데 사용해보니 좋은듯하네요,전에도 계속 주문해서 쓰고있었는데 확실히 올리브영이런곳에서 산 헤어 트리트먼트보다 효과를 보는 제품인것같아요,이틀에 한번씩 꾸준히 써볼 생각입니다 만족해요,잠시 다른거 쓰다 다시 돌아왓네요,,,,,
N,P07,S15,12804762939,0,발색,예뻐요,색이,색상,색도,14.09,12.43,8.31,8.31,5.15
N,P07,S15,12804762939,1,발색 잘되네요,발색력 넘 맘에들어요,언제나 계속 쓰고있는 블러셔에요,유부트에서 추천받아서 구매해봤는데 이쁘네요,칼라좋아요,,,,,
N,P07,S01,24525980524,0,샤넬,바르고,자연스런,좋습니다,있어요,6.08,3.9,3.68,3.55,3.54
N,P07,S01,24525980524,1,발림성은 좀 뻑뻑해요,입소문과 브랜드를 믿고 구매해 봅니다 가벼운 발림과 생각보다 진한 발색 촉촉함이 아주 마음에 듭니다,샤넬 화장품 선물하기했습니다,CC크림은 베이스보다는 커버력이 좋고 파운데이션보다는 얇아서 좋아하는 제품 이예요,톤업 크림 찾다가 만난 제품   리뷰 찾아보다가 우연히 사용하게 는데 촉촉하고 잘 발려요,,,,,
N,P09,S18,22608574146,0,뿌리,분사,좋습니다,백탁,수시로,7.41,6.98,5.04,4.95,4.33
N,P09,S18,22608574146,1,너무맘에듭니다,2개 재 구매했어요,썬크림은 얼굴이 하얘져서 점빼고난 다음에 자극없이 바를 수 있는걸 찾다가 구매하게 되었습니다,안개분사라 옷 입고 쇄골라인 뿌려도 잘 않묻어나서 좋아요,간편하고 좋네요,,,,,
N,P07,S45,22919804426,0,광이,물광,자연스럽게,만족,촉촉,5.79,5.73,5.21,4.03,3.89
N,P07,S45,22919804426,1,상품 품질이 좋습니다,피부 촉촉해보이고 좋아요,여러모로 만족하며 잘쓰고잇어요,펄 실짝 들어있는데 절대 과하지 않아서 잘 구매한 거 같아요,티가 안나서 지속력은 잘 모르겠고 직접 바르는건 비추예요,,,,,
N,P05,S05,22933015458,0,색도,만족,부드럽게,색상,입술,2.35,2.28,2.03,1.92,1.7
N,P05,S05,22933015458,1,지속력은 부드러움때문에 아마 길게는 안가는거같아용그래도 색깔 드뎌 찾아서 다행이예욥  가격도저렴하고 좋아요,오랜 발색력은 없지만  제 취향에는 저격한듯 하네요,저한테 립라이너로는 조금 진해서 얇게 펴바르고 있어요립스틱 효과가 있더라구요,생각했던색상은 아녔지만 잘 쓰고있어요,립라이너로 잘  사용하고  있어요,,,,,
N,P07,S01,83251457586,0,감사합니다,저렴,촉촉,비비,재구매,1.71,1.28,1.15,0.55,0.55
N,P07,S01,83251457586,1,말할필요도 없죠,칵테일아쿠아가 데일리비비로 잘쓸께요,항상 쓰고 있는 제품이에요,저렴한데 효과는 좋아요,저렴히 잘 샀어요,,,,,
N,P07,S01,83362453406,0,멀티밤,재구매,부드럽,촉촉하,건조,0.95,0.77,0.72,0.68,0.42
N,P07,S01,83362453406,1,빠르네요손등에 발라 봤네요,이제품도 궁금해서 하나만 구입해봤어요함 써보고 좋으면 계속 재구매하려 합니다,부드럽게 벌려요,처음,제품 개봉 스티커가 개봉된 후 다시붙인 흔적이 있어요,,,,,
N,P07,S33,6818231211,0,커버,잡티,바닐라,좋습니다,색상,16.25,7.16,6.77,6.39,6.3
N,P07,S33,6818231211,1,늘 사용하는 제품이예요,이것만 씁니다,마음에 들어요좋은 가격에 잘 구매했습니다너무 마음에 들어요,굿굿 우 우나우으 추쿠타어어유추투뉴루낭 핼 차카을 카 아느누느아우 크쿠트아루추크루르키어줌 가나나라마바사 아저가알 우우무우어워우엉,너무 좋다고 하니 샀는데 루나 쓰다가 나스 더 좋으면 이걸로 정착하려구요,,,,,
N,P08,S13,19840862751,0,향도,저렴,편하고,가격,큐티클,9.9,6.59,6.39,6.39,5.81
N,P08,S13,19840862751,1,저도 쓰고 친구들도 하나씩 주려고 여러개 구매했어요,저렴하게 너무 잘샀어요,휴대용으로 들고다니면서 바르려고 산건데 편하게 잘 사용하고 있습니다근데 처음에는 오일이 브러쉬에 잘 묻어나올때까지 뚜껑을 어엄청 많이 돌려줘야했어요,잘 받았습니다,달달한 향이예요,,,,,
N,P07,S01,18171371779,0,커버,좋습니다,만족,있어요,발림성,5.5,4.15,4.07,3.62,3.21
N,P07,S01,18171371779,1,아직 사용전인데 좋겠죠,싸고 후기가 좋아 구입,홈쇼핑 유튜브에서 적극추천템이라사봤는데나쁘지 않아요,피부과 다녀와서 커버기능 필요할때쓰기 좋아요,부드럽게 발려요,,,,,
N,P08,S47,83101754286,0,향이,향수,매화,향도,난이,29.56,18.16,9.89,9.54,8.38
N,P08,S47,83101754286,1,세형이 향수는 상큼한 향이라 좋아요,그리고 향수 크기가 생각했던 것보다 작아서 더 귀여운 것 같아요,베개밑에 뿌렸는데 파우더리한 향기가 오래가고 더 맡으면 상큼한 향기도 나요,처음엔 생각햇던거랑 달라서 좀 별로였는데 다른애들향 맡아보니 그나마 명재가 좋은거엿어요,재구매 많은분들이 남성스러운향이라 하셧는데 전 잘모르겠더라구요,,,,,
N,P04,S09,26026238524,0,저렴하게,진정,트러블,메디힐,만족합니다,7.38,4.47,4.18,3.86,3.69
N,P04,S09,26026238524,1,가볍게 붙이기에 이만한게 없습니다 가성비뛰어난 팩이에요,엄청 촉촉하고 좋아요,배송빨라서좋아요,배송빠르고 제품 유통기한 길어서 좋습니다,추천을많이해서 써봤는데 참만족해요,,,,,
N,P07,S01,17294654530,0,커버,발림성,저렴하게,가격,좋습니다,8.91,8.36,6.59,6.09,5.83
N,P07,S01,17294654530,1,늘쓰는 제품이라 망설임 없이 주문했는데 용량이 넘작아요담에슨 더 큰걸로 사야겠어요,보통 비비 저렴해서 사봤어요,크림에센스부터시작해 기초까지 다샀어요,만족합니다,좋아요,,,,,
N,P09,S17,27436013522,0,끈적,편하고,바르기,저렴,좋습니다,3.13,2.89,2.82,2.33,2.23
N,P09,S17,27436013522,1,발림성도 굿 무난무난,100로 만족은 아니지만 다른 제품보다는 사용하기 좋은것 같아요,잘쓰겠습니다,잘 쓰겠습니다,작업시에 사용하려고 구매 했는데 만족스럽습니다,,,,,
N,P05,S05,5675625489,0,부드럽게,가성비,저렴하게,입술,색상,3.86,3.51,3.12,2.83,2.77
N,P05,S05,5675625489,1,색깔도 찾던 색이라 만족합니다,젛아요,핑크베이지 배송 빨라요,잘사용하고 있어요,만족합니다,,,,,
N,P07,S01,27177500527,0,발림성,자연스럽게,커버,비비,만족,8.12,7.55,7.54,6.28,5.73
N,P07,S01,27177500527,1,좋은점은 얇고 투명하게 발리고 여러번 발라도 들뜨거나 하지 않아요,밀리지도 않고 원래 내 피부인것처럼 자연스럽게 커버가됩니다,오후가 되면 더 칙칙진정효과가  있다고해서 구매했는데 바르면 간지럽고 뭐가 나요,입소문이 자자한 제품이지만 처음사용이라 작은용량 시켜봤어요,자연스럽게 뽀애서 피부표현이 너무 이쁘네요,,,,,
N,P07,S01,29603107619,0,대용으로,커버,만족,자연스럽게,쓰고있,2.28,1.25,1.13,1.12,0.82
N,P07,S01,29603107619,1,좀 느렸지만 그래도 괜찮아요,이거만 쓰고있어요,어디서도거의 3배가 넘는 가격에 사는것 같긴 하지만 그래도 엄마가 너무 좋아하세용,남성인데 썬크림 대용으로 미백용으로 잘 쓰고있습니다,밀착감 좋고 색상도 아주 맘에 들어 항상 쓰고있습니다,,,,,
N,P07,S01,25991978522,0,커버,발림성,마스크에,부드럽게,있어요,13.06,10.98,7.31,5.81,4.83
N,P07,S01,25991978522,1,가격도 비싸 특별히 좋을 줄 알았는데 평범한 것 같아요,처음,잘 발리고 순해요,구매 처음바를때 그닥 이란 생각을 했는데 마스크 쓰고 한시간 정도 외출하고와서 거울본 후 구매 확정으로 결정 칙칙한듯하던 컬러는 자연스럽게 톤업에 윤광이 나는 피부로 표현되고 마스크에 묻어남도 없었습니다 가격에도 불구하고 인기템인 이유가 있네요,발림성도 좋고 커버력도 좋은데 피부 진정과 피부 보호 효과까지 있어서 좋은 것 같아요,,,,,
N,P07,S01,23878895523,0,자연스럽게,만족,하나만,마스크에,있어요,2.73,1.82,1.56,1.5,1.02
N,P07,S01,23878895523,1,커버력이 많거나 그렇진않은데 가볍게 사용하기좋습니다,피부에 딱 달라 붙는 느낌으로 다 쓰면 또 구매 해야겠네요,별로예요,잘 모르겠어요,홈쇼핑에서 구경하다가 먼저 하나만써보고 싶어 구매했는데 마음에 드네요,,,,,
N,P07,S01,21894922092,0,비비,미샤,커버,발림성,만족,8.19,4.97,4.4,4.3,3.69
N,P07,S01,21894922092,1,처음,넘좋아요,좋아요,약간 매트한 재질의 비비입니다,매트한 재질의 비비입니다,,,,,
N,P05,S04,20849819189,0,색상,발색,들어요,예뻐요,색이,8.34,6.09,5.86,5.59,4.72
N,P05,S04,20849819189,1,선물포장도 잘 해주셨고 샘플도 다 맘에 드는데 한가지 아쉬운 점이 화장품 온라인이던 오프라인이던 개봉후 환불 금지 라는 씰이 있는데 그게 없어서 살짝 찝찝해서 문의글 남겼다가 그래도 사용한 흔적은 딱히 없어서 그냥 사용하려고 지웟는데 그부분은 조금 아쉬웠습니다,추천합니다색상 너무이뻐요 항상 현대몰에서 구매합니당빠른배송 감사해요,톤다운 핑크이고 부드러운 느낌에 색상이 이뻐요,블러썸 색상 자체는 너무 이쁜데 펄이 잔잔하게 들어있어서 자칫 올드할 수 있으나 일단 예쁘구요,짱 조아요,,,,,
N,P08,S47,27999933522,0,향이,향도,향은,지속력,블랑쉬,34.28,11.92,10.54,10.12,9.1
N,P08,S47,27999933522,1,비누향이라기엔좀 인위적인 향이네요,원래향수보다 가격이저렴해서 막쓰기좋음,카피향수임에도 향 지속력 모두 꽤 괜찮아요,처음으로 구매해봤는데 은은하니 좋네요,그런데 너무 섬유유연제같은 향이라 조금 아쉬웠어요,,,,,
N,P06,S28,83485940090,0,색이,데일리로,웜톤,팔레트,예뻐요,2.52,2.19,1.73,1.51,1.42
N,P06,S28,83485940090,1,와 진짜 개이뻐요 완전 낭낭한 밀크티 갬성나요,언니랑 같이 사느라 2개 시켰는데 모두 잘 와서 좋네요,아직 발색 전이라 써보진 않았는데 열어보니 색상은 다맘에들어요,이거 정말 너무 예뻐요 발색 기가 막히게 나오고 또 기가 막히게 지속도 오래가고 정말 완벽 그 자체 팔레트입니다,쉐도우 아이라인하기 너무 좋아용,,,,,
N,P10,S44,20812598411,0,오일,호호바,촉촉,섞어,건조,12.71,8.03,7.23,6.18,5.97
N,P10,S44,20812598411,1,조아요,오일 섞어쓰니 각질 안뜨고 촉촉해요,예전에 썼던거 잠깐 다른오일쓰다가 다시 재구매합니다,항상 쓰는 제품입니다,추천받아 써볼려고해요,,,,,
N,P09,S22,21436527732,0,저렴하게,촉촉하고,발림성,좋습니다,엄마가,7.88,5.89,5.79,5.38,5.17
N,P09,S22,21436527732,1,끈적거림 없어 사용하기 좋습니다,엄마한테 선물드렸는데 너무 좋아하시네요,좋아요,촉촉하고 광채나게 해줘요커버력도 제법 있고 백화점서 사는 것보다 샘플 많이 받았어요,엄마가 하얘지는걸원해서 구매했는데 많이 하얘지지는않아서 제가 쓰고있어요,,,,,
